Process_ID,Resource_ID,Allocated,Requested,Available,Priority,Wait_Time,Total_System_Resources,Hold_and_Wait,System_Load,Circular_Wait_Probability,Deadlock_State
19,5,2,2,11,5,23,58,1,1.4441343436606413,0.62,Safe
18,1,7,3,0,2,20,83,0,2.8387916387211276,0.7,Safe
11,10,5,4,4,3,12,41,1,1.266783303876569,0.51,Safe
20,8,1,1,12,9,41,43,1,1.9831891382107945,0.3,Deadlock
7,5,5,4,13,1,12,28,1,1.0387654367404815,0.67,Safe
20,2,6,3,15,6,40,42,0,1.3762846070025654,0.8,Deadlock
4,4,7,6,14,3,20,36,1,1.1232236826514765,0.75,Safe
2,9,7,6,12,8,8,70,1,1.3853508946301722,0.07,Safe
6,10,2,1,0,3,33,100,1,1.5220019326400833,0.06,Deadlock
9,2,2,3,10,2,27,73,1,2.800047873406571,0.69,Safe
20,4,2,5,5,2,39,52,0,2.8326972704614555,0.43,Safe
9,10,2,0,6,6,17,42,0,1.8882516437313899,0.81,Deadlock
18,9,3,3,4,9,40,77,0,1.0980302899517649,0.79,Safe
9,2,6,4,6,3,50,54,1,2.1348093209359247,0.02,Deadlock
13,4,3,7,10,1,36,74,0,2.0334877118358534,0.09,Safe
13,6,1,0,13,5,39,69,1,1.13108284476408,0.25,Deadlock
18,10,4,0,7,2,10,49,1,2.1327988500386557,0.38,Safe
15,3,1,6,7,7,41,59,1,2.318969372687658,0.08,Deadlock
17,8,1,7,8,4,5,60,0,2.545933872263909,0.97,Deadlock
1,4,1,4,3,2,7,25,0,1.695939595541313,0.93,Deadlock
10,7,3,7,9,8,37,92,1,2.51404003857558,0.5,Deadlock
20,10,1,2,0,1,20,67,1,2.537162976385125,0.27,Deadlock
10,7,1,7,12,10,31,51,1,1.174685872682815,0.53,Deadlock
11,8,7,4,4,5,41,37,0,2.720734112080553,0.69,Safe
13,9,3,5,12,9,14,58,0,1.6852884610557073,0.25,Safe
12,6,4,1,5,10,11,95,0,1.4602826450827553,0.07,Safe
7,9,3,3,6,7,35,75,0,2.841088316454731,0.63,Safe
6,6,0,6,2,9,37,45,1,1.3531112389727136,0.39,Deadlock
12,3,2,2,2,9,41,73,0,2.652348809207738,0.24,Safe
18,9,6,2,12,10,5,65,0,2.9423353981266853,0.83,Deadlock
3,2,4,6,10,9,28,87,1,2.2613011071534928,0.38,Safe
7,1,5,2,15,9,47,26,0,2.948454348654775,0.7,Safe
6,5,6,4,14,9,9,87,1,1.7975125169418396,0.07,Safe
18,5,0,3,7,2,34,43,1,1.455269635176484,0.73,Deadlock
2,10,5,3,12,10,45,67,1,2.6540001348439968,0.72,Deadlock
1,3,3,1,12,6,42,34,0,2.1663613176703085,0.2,Safe
13,6,3,2,0,7,35,42,1,1.5612829773380852,0.07,Deadlock
3,8,1,4,1,3,11,69,1,1.4959380281292654,0.13,Deadlock
20,6,6,0,15,7,45,90,1,2.3910082807446793,0.77,Deadlock
2,4,4,2,4,7,23,27,0,2.1663479947216775,0.58,Safe
3,6,4,3,1,2,13,38,0,1.8381701698502557,0.42,Safe
3,5,5,0,9,7,29,44,0,1.181432556478078,0.79,Safe
8,4,4,7,5,5,17,56,1,2.7776078813129526,0.63,Safe
20,1,4,0,7,4,29,61,0,1.8867467141288008,0.6,Safe
19,2,4,5,8,5,23,75,1,2.9005979799889565,0.81,Deadlock
15,10,0,2,3,6,32,41,0,2.983343838971006,0.42,Safe
7,5,0,1,1,2,27,40,1,1.414275330483393,0.1,Safe
13,10,1,4,0,8,40,47,1,1.3661280538852314,0.23,Deadlock
16,2,2,3,14,6,5,28,0,2.1811623641186104,0.49,Safe
12,10,3,7,0,5,26,96,0,2.3988104168282094,0.72,Deadlock
20,10,5,4,8,5,42,42,1,2.591143877059569,1.0,Deadlock
19,6,0,0,5,7,14,63,0,1.6043723884713093,0.04,Safe
20,6,5,2,12,4,22,28,1,2.138084705150758,0.17,Safe
6,3,1,5,2,3,49,21,1,1.5448836876167638,0.3,Deadlock
18,6,0,7,1,7,9,86,1,1.4817175193655898,0.12,Deadlock
13,7,4,5,9,9,27,97,0,1.6294688650819222,0.42,Safe
7,9,3,1,3,8,29,46,0,1.6124833232260252,0.43,Safe
9,4,3,6,11,1,44,77,1,1.5475375294741327,0.99,Deadlock
6,9,0,3,2,3,36,50,1,2.455655809568114,0.46,Deadlock
5,8,2,5,4,10,13,89,1,2.5127976227453397,0.13,Safe
10,9,2,6,14,10,38,65,0,1.49356921998633,0.26,Safe
14,6,0,2,6,4,25,82,1,1.6709199147400533,0.34,Safe
14,1,1,4,3,7,24,61,0,2.139393325209861,0.03,Safe
13,1,0,3,11,8,47,35,0,2.119709751887884,1.0,Deadlock
15,7,6,3,6,4,46,70,1,2.1359728453631837,0.4,Deadlock
4,4,7,6,2,7,13,80,0,2.0489096155040114,0.06,Safe
1,10,5,6,4,8,44,44,0,2.8700521572578666,0.03,Safe
2,2,5,6,10,10,8,73,1,2.762202409736025,0.75,Deadlock
8,2,7,2,13,2,31,60,0,2.9844643304867766,0.46,Safe
11,9,6,5,0,8,5,100,0,1.6590732179966494,0.45,Safe
3,9,2,6,15,6,49,58,0,2.7682763287905896,0.92,Deadlock
16,4,5,5,2,8,30,43,1,1.9325443496428134,0.4,Safe
9,2,7,0,2,1,38,98,1,2.507713050247066,0.78,Deadlock
6,4,7,1,6,8,48,36,0,2.287952138179256,0.84,Deadlock
1,8,5,4,11,8,18,59,0,2.723969557918738,0.32,Safe
19,8,1,7,14,10,12,55,1,1.5781877053389997,0.17,Safe
7,10,7,1,15,8,40,30,0,2.6942281698365678,0.96,Deadlock
17,4,5,3,11,10,48,30,0,1.6202915127911925,0.28,Safe
13,3,2,7,12,2,34,77,0,2.8557090439534427,0.85,Deadlock
1,6,7,0,14,4,8,68,1,1.70868248337158,0.03,Safe
5,10,3,1,8,1,21,91,0,1.266940011824118,0.09,Safe
19,5,3,6,0,4,42,70,0,2.444378414404639,0.89,Deadlock
1,3,7,0,10,8,6,78,0,2.055167745410586,0.65,Safe
10,9,5,4,5,7,43,69,1,2.7599868218551924,0.79,Deadlock
7,7,7,3,12,2,25,87,0,1.5623086264144443,0.38,Safe
4,4,7,0,5,8,19,90,1,1.7640883407566907,0.09,Safe
15,3,1,0,11,10,25,44,0,1.5244049622816425,0.23,Safe
20,1,4,7,4,6,35,25,1,1.6852596378072755,0.96,Deadlock
15,2,6,1,8,10,15,63,0,2.6493951277826406,0.61,Safe
12,9,2,5,11,2,13,76,1,2.9877500866077167,0.59,Safe
3,5,3,3,15,5,47,87,0,1.2376188983753227,0.07,Safe
4,8,1,1,14,4,32,51,1,2.253416398630579,0.77,Deadlock
3,1,1,7,6,1,26,48,1,1.0411808547995758,0.9,Safe
9,1,4,0,15,6,36,23,1,2.3030890271630926,0.77,Deadlock
1,4,2,2,11,8,10,56,1,2.616701580544005,0.87,Deadlock
1,8,0,7,8,4,39,76,1,1.0117066906207786,0.05,Deadlock
11,5,4,3,7,8,27,93,1,1.2939890739272413,0.85,Deadlock
8,6,5,5,13,3,31,85,0,1.0152722514697206,0.34,Safe
6,10,1,2,3,8,45,99,0,2.9640877948809496,0.89,Deadlock
9,10,5,5,12,9,41,38,0,1.6408663434878166,0.39,Safe
20,9,4,3,7,2,25,73,0,1.0005929460219998,0.53,Safe
3,7,6,3,6,10,28,37,0,1.9817551495020949,0.53,Safe
15,4,5,0,0,7,34,63,0,1.479767852109015,0.63,Safe
18,1,7,6,3,5,29,79,1,2.308185061889684,0.32,Safe
4,10,5,1,7,7,25,84,0,1.3002289156460154,0.78,Deadlock
12,9,2,0,4,6,10,86,1,2.570201535655232,0.31,Safe
5,5,2,0,15,1,27,79,1,1.562253750799048,0.89,Deadlock
8,9,3,2,2,3,33,49,1,1.5349816387262816,0.81,Deadlock
18,2,4,4,12,6,2,42,0,1.8829383940548172,0.74,Deadlock
19,3,5,4,15,10,15,42,1,2.4235596634494305,0.9,Deadlock
15,2,6,6,15,9,22,47,1,1.794950988281798,0.57,Safe
12,1,4,0,10,8,42,20,0,1.7737070649432127,0.01,Safe
3,4,3,6,12,5,12,34,1,1.3747011553535546,0.29,Safe
12,9,6,1,13,8,37,85,1,2.1658687553914913,0.64,Deadlock
20,9,3,2,1,1,7,67,1,2.783334872060791,0.45,Safe
17,9,0,7,12,2,14,83,1,1.7443627271492075,0.99,Deadlock
19,6,3,4,15,10,50,96,1,2.197752941621078,0.46,Deadlock
19,2,7,3,6,5,12,62,0,1.052246668777733,0.63,Safe
15,7,4,7,0,1,32,20,1,2.5653928267748114,0.34,Deadlock
1,4,2,1,13,8,22,34,0,2.2829971358218435,0.45,Safe
7,8,7,7,7,7,7,20,0,1.5162995730593303,0.72,Deadlock
10,2,4,1,6,2,0,38,0,2.6174634450463587,0.62,Safe
20,10,6,6,14,6,8,35,1,1.9356443069281561,0.36,Safe
16,2,0,3,15,10,4,39,0,1.4226860409327737,0.57,Safe
13,6,6,2,11,2,20,96,0,1.029117833359951,0.99,Safe
12,4,2,3,2,4,8,54,0,2.5742188592072552,0.9,Deadlock
14,10,4,5,1,8,3,30,1,1.4163527907748543,0.85,Deadlock
2,2,1,4,7,10,28,44,0,2.189104443248823,0.34,Safe
15,6,2,5,10,2,42,70,0,1.2745951158862323,0.59,Safe
6,2,1,5,14,1,44,65,1,2.906162638769407,0.9,Deadlock
6,7,5,4,15,7,23,36,1,2.52778802600797,0.92,Deadlock
18,2,1,1,4,6,34,37,1,2.803620469913527,0.38,Deadlock
8,3,0,2,1,6,13,55,1,1.176566847836927,0.02,Deadlock
2,3,3,3,5,1,1,31,1,1.4070109723881863,0.51,Safe
20,5,4,7,5,8,29,52,0,2.267524430290829,0.9,Deadlock
6,5,6,4,14,1,5,62,1,2.2868942516504482,0.79,Deadlock
11,3,7,5,2,10,13,71,1,2.9007143343742685,0.34,Safe
10,10,6,2,13,3,7,97,1,1.6179133111983717,0.83,Deadlock
13,5,6,5,3,9,49,30,0,2.122836129346335,0.74,Deadlock
2,2,7,7,3,7,16,63,1,1.454155420576294,0.97,Deadlock
10,7,5,3,6,7,20,91,0,2.105696720544915,0.75,Deadlock
4,2,0,0,9,7,8,73,1,2.14640174779285,0.44,Safe
16,2,6,4,7,5,17,24,1,1.917169657297767,0.38,Safe
20,5,7,7,1,4,28,29,0,2.4665274246284,0.89,Deadlock
16,2,6,4,13,6,20,64,0,2.128024842059309,0.22,Safe
12,7,4,0,0,5,3,86,0,2.127829550994022,0.19,Safe
15,9,0,7,15,6,17,100,0,1.5229763932914762,0.2,Safe
6,6,3,1,7,9,36,21,0,2.527248875129826,0.74,Deadlock
10,4,7,4,6,4,16,55,1,1.7013087378696814,0.91,Deadlock
3,8,1,2,10,7,12,63,1,1.412800521197234,0.59,Safe
5,7,7,4,8,4,24,81,1,2.9460047358965546,0.13,Safe
3,1,1,7,6,9,5,67,0,1.0411611294042378,0.93,Safe
1,4,2,6,7,10,37,25,1,1.811558618134511,0.12,Deadlock
6,6,7,4,6,1,33,81,0,1.7451240686571907,0.93,Deadlock
16,10,5,4,15,10,16,52,1,2.887222748433075,0.61,Safe
9,7,6,7,2,10,50,92,0,2.3911317103560306,0.33,Safe
7,8,3,0,15,6,24,29,0,2.15603435984152,0.69,Safe
6,8,0,0,14,7,2,32,1,2.5727490714131527,0.11,Safe
18,5,5,0,13,9,23,87,1,1.2767035405777296,0.75,Deadlock
18,6,4,2,2,8,41,94,0,2.3929003607441235,0.04,Safe
16,3,6,0,8,7,23,78,0,2.1072293660549333,0.96,Deadlock
8,3,1,6,1,1,12,59,0,2.081332639402653,0.57,Deadlock
11,6,3,0,14,6,25,36,1,2.0266973718339054,0.27,Safe
2,8,7,1,11,10,41,69,1,2.0734537404867277,0.87,Deadlock
7,3,3,1,12,8,10,75,1,1.1967619974583266,0.8,Safe
12,4,0,6,3,4,32,42,1,2.376744725452277,0.27,Deadlock
7,2,3,4,2,8,37,99,0,1.5793266967310575,0.13,Safe
8,10,1,3,1,1,28,47,1,1.9389304913736227,0.74,Deadlock
10,6,5,1,1,7,37,51,0,1.455034856846258,0.07,Safe
14,6,7,2,12,7,18,91,0,1.5303434848107678,0.77,Deadlock
19,7,3,5,0,2,31,74,1,2.527426439646927,0.6,Deadlock
8,4,7,6,15,3,41,77,1,2.7358771765251966,0.9,Deadlock
13,2,7,4,9,2,39,82,1,2.722985675550169,0.79,Deadlock
8,9,4,3,0,10,3,58,1,2.106222207008928,0.26,Safe
5,1,6,3,1,10,40,31,0,1.9608392278744105,0.08,Safe
6,9,2,5,2,8,25,62,1,1.7696231924775412,0.21,Deadlock
15,10,5,2,9,8,3,82,1,1.080903464808406,0.4,Safe
2,6,6,0,6,10,41,29,1,2.568312027770561,0.41,Deadlock
6,8,5,6,11,3,28,60,0,2.700306182062993,0.39,Safe
5,8,3,3,15,1,14,95,1,1.4111545036931894,0.76,Deadlock
20,6,5,7,9,2,0,71,0,2.772053138939757,0.94,Deadlock
16,3,2,5,6,9,0,50,0,2.4582820708349105,0.11,Safe
8,5,0,1,10,1,13,29,0,2.2556190720319527,0.5,Safe
14,1,3,2,14,10,40,82,1,1.3394467281297557,0.78,Deadlock
18,2,2,7,0,8,47,21,1,2.32553874851809,0.1,Deadlock
16,2,5,1,4,2,39,89,1,1.7764735390198363,0.69,Deadlock
10,7,2,3,10,3,49,26,0,2.50387100924943,0.17,Safe
11,4,4,2,5,7,39,32,1,2.5983255236048546,0.6,Deadlock
18,3,4,1,3,5,2,34,1,2.604504483797058,0.39,Safe
20,1,1,3,7,1,22,35,1,2.759545129224997,0.26,Safe
18,9,7,5,5,5,17,88,1,2.3433972332977344,0.55,Safe
1,4,2,2,11,4,37,50,1,2.2735679612866675,0.65,Deadlock
14,5,3,0,9,1,19,51,1,1.7358020085599493,0.8,Deadlock
14,9,1,2,14,7,0,48,0,1.315552616599568,0.12,Safe
5,3,0,2,5,8,8,35,1,1.2894048083949448,0.86,Deadlock
14,2,2,3,14,6,26,92,0,1.3225572954731502,0.22,Safe
5,4,4,2,11,4,35,91,0,1.6311397499209823,0.49,Safe
15,9,2,4,13,1,1,47,0,2.5442519835847097,0.26,Safe
20,2,1,4,7,6,38,51,1,2.801805889674584,0.42,Deadlock
19,7,7,5,15,9,47,61,1,1.6632026204227208,0.38,Deadlock
13,4,5,0,15,9,41,58,1,1.700361399007115,0.34,Deadlock
12,5,4,2,3,6,46,84,1,1.3807654178610744,0.39,Deadlock
17,2,0,7,8,7,27,48,0,1.31326807142694,0.6,Safe
18,4,4,2,0,6,0,94,1,2.9365981464393838,0.6,Safe
20,1,2,2,9,7,6,49,0,2.3115271906648767,0.66,Safe
1,7,1,2,1,7,8,74,1,1.228291310314316,0.64,Safe
15,5,4,4,1,4,2,96,0,2.669397161795681,0.33,Safe
5,4,3,3,11,5,41,74,1,2.1490020485564783,0.35,Deadlock
11,4,3,4,9,2,46,89,0,1.0993531825158303,0.23,Safe
14,2,5,3,10,3,1,38,0,1.89764684168759,0.88,Deadlock
1,1,5,5,11,3,45,77,1,2.320409162428975,0.2,Deadlock
10,10,4,2,2,10,30,99,0,1.0386433049094457,0.48,Safe
13,8,1,7,12,6,48,91,1,2.6215910169931753,0.88,Deadlock
7,6,4,0,0,10,23,42,0,1.8182294642203674,0.12,Safe
4,1,5,3,0,7,28,89,1,1.1622152033599373,0.73,Safe
3,2,1,6,11,6,2,89,0,2.1227561378161344,0.7,Safe
6,4,1,6,11,8,6,77,1,1.7322386500660727,0.44,Safe
12,9,3,7,2,3,12,43,1,2.5204424057898813,0.31,Deadlock
8,8,5,4,9,9,43,51,0,1.5212977929808762,0.45,Safe
14,4,3,3,4,2,2,25,1,1.1346613392472493,0.72,Safe
9,6,2,1,8,6,10,29,1,1.3993475441981325,0.35,Safe
2,5,4,5,9,3,26,21,1,1.4825341951563744,0.71,Deadlock
19,1,5,1,15,1,21,46,1,2.336054929608692,0.91,Deadlock
16,9,7,3,0,7,43,78,0,2.516834926942887,0.87,Deadlock
19,9,3,6,5,8,9,45,0,2.6824888942694214,0.41,Safe
8,2,3,6,10,10,26,53,1,2.646844476563362,0.53,Safe
2,2,2,2,15,8,50,51,1,2.440221678164111,0.0,Deadlock
8,5,2,3,7,6,15,92,1,1.0873087147112634,0.07,Safe
14,1,0,6,4,6,3,87,1,1.8757141441088805,0.3,Deadlock
4,3,0,2,9,8,46,100,0,1.382252910713765,0.17,Safe
6,9,6,1,11,8,24,54,0,1.2714856799076095,0.91,Deadlock
2,10,7,3,10,5,12,72,0,1.163879691309956,0.77,Safe
9,9,5,3,13,5,25,35,1,2.4195982172463357,0.29,Safe
17,6,1,2,1,6,21,96,0,2.251258961463196,0.62,Safe
6,9,2,3,8,4,43,64,1,1.8049765093398131,0.58,Deadlock
9,7,5,7,4,10,29,53,1,1.1067355581438214,0.4,Safe
2,6,4,7,5,6,14,56,0,1.4080205537321009,0.75,Deadlock
2,9,5,6,6,9,34,52,0,2.580232264202465,0.0,Safe
15,3,1,7,6,7,4,57,1,2.195379450626238,0.16,Safe
16,2,6,3,5,6,45,76,1,2.674343973215474,0.94,Deadlock
10,3,7,0,10,8,4,95,0,2.6652249478553554,0.4,Safe
4,10,1,1,4,4,12,37,1,2.6087795334420862,0.37,Safe
1,7,0,2,8,7,23,60,0,2.056510454431444,0.43,Safe
2,1,0,0,3,3,7,35,1,2.6562298975017375,0.88,Deadlock
3,10,5,1,11,1,16,26,1,1.4399134464885097,0.51,Safe
20,10,7,1,9,1,46,34,0,2.9025223068115493,0.78,Deadlock
9,2,2,7,9,9,7,24,0,2.2546201563917663,0.17,Safe
13,9,2,4,13,6,41,97,0,1.9419346346773203,0.0,Safe
1,3,2,3,5,1,3,65,1,2.7004092819118704,0.07,Safe
8,7,0,0,13,9,27,77,0,2.1147167407821486,0.83,Deadlock
8,10,0,1,5,7,8,91,1,2.212401388509379,0.65,Safe
18,2,2,5,6,7,41,57,1,2.824457005530855,0.59,Deadlock
7,3,6,4,12,3,8,99,1,1.283286851327437,0.24,Safe
15,3,6,4,2,8,22,44,1,2.3694907207876708,0.31,Safe
8,8,6,5,12,7,3,90,1,1.453151822384501,0.77,Deadlock
9,7,3,3,1,9,8,64,0,1.4727230150680568,0.78,Deadlock
10,2,4,6,13,4,40,92,1,1.0164920354505158,0.6,Deadlock
14,10,2,2,11,8,35,75,0,2.4480402127129737,0.82,Deadlock
16,5,6,6,1,8,7,82,1,1.53239176604246,0.91,Deadlock
1,10,4,6,0,2,22,31,0,2.1640831338626842,0.26,Deadlock
5,1,3,3,6,2,23,80,0,2.6345832828993707,0.13,Safe
9,2,7,7,4,4,34,82,1,2.409747510883891,0.25,Deadlock
4,5,5,3,6,6,14,33,0,1.0560928544255386,0.93,Safe
2,6,5,5,15,4,46,23,0,2.28903192752031,0.81,Deadlock
1,1,0,7,14,4,45,95,1,1.8710617038922648,0.87,Deadlock
8,4,3,0,6,9,36,61,1,2.486923522074674,0.46,Deadlock
18,8,6,2,13,3,50,53,1,2.8916708546379186,0.73,Deadlock
2,8,4,0,13,4,16,26,0,2.5742278154525753,0.89,Deadlock
8,5,5,2,12,4,11,46,1,2.518272528080743,0.7,Safe
3,3,4,3,12,1,29,60,1,2.0431841901837124,0.66,Safe
20,8,4,6,7,10,29,57,1,2.7521162436156765,0.94,Deadlock
7,3,1,0,5,7,46,57,1,2.8095330439375883,0.84,Deadlock
3,2,4,1,2,2,9,41,0,2.5508801035181854,0.83,Deadlock
11,10,4,6,10,6,34,32,0,1.7409704224947509,0.91,Deadlock
20,3,4,3,9,2,11,25,0,1.26456954544469,0.01,Safe
14,10,5,6,13,2,19,84,1,1.6071051775346847,0.0,Safe
13,3,3,6,6,7,4,53,1,2.5226065671344378,0.76,Deadlock
11,2,4,7,4,2,6,81,0,2.2159847749704555,0.1,Safe
1,10,6,7,6,3,29,84,0,1.0405872813706476,0.78,Safe
15,5,7,0,0,7,16,66,1,2.515571329459948,0.39,Safe
13,4,5,1,6,1,14,82,0,2.3897451720443743,0.88,Deadlock
9,6,5,1,3,10,22,85,1,2.7625474787290756,0.56,Safe
17,10,7,1,8,5,48,32,1,1.9833385867149051,0.31,Deadlock
12,6,5,4,11,10,3,75,1,1.9044302297524487,0.82,Deadlock
2,6,6,2,15,10,50,42,0,2.0522366610934464,0.47,Safe
13,4,3,7,13,2,3,78,1,2.390031415868294,0.57,Safe
11,3,6,7,11,5,46,78,1,1.5483935517385088,0.79,Deadlock
18,8,6,4,14,8,4,62,1,1.2445975917735768,0.66,Safe
5,1,2,2,9,1,49,23,1,1.223952886556164,0.03,Deadlock
17,6,6,6,11,8,9,36,0,1.1378288743925515,0.88,Safe
9,7,5,5,7,2,22,90,0,2.5929754535001868,0.81,Deadlock
18,9,6,1,0,2,7,49,1,2.6454483742435126,0.79,Deadlock
12,10,1,7,13,10,21,91,1,1.1078230649408733,0.63,Safe
20,3,0,0,4,3,46,78,0,1.8934049248651337,0.06,Safe
4,4,3,4,2,3,33,29,1,2.6667007531750766,0.31,Deadlock
17,6,4,2,3,4,47,29,1,1.4579907059695307,0.01,Deadlock
7,5,6,6,14,8,16,55,1,1.0178362157891094,0.18,Safe
10,2,5,0,14,1,50,81,0,2.5664282391957176,0.16,Safe
15,8,6,2,0,9,21,20,1,1.2229818130742547,0.82,Deadlock
8,7,5,6,14,7,20,55,0,1.8103303689328019,0.36,Safe
1,2,1,6,4,1,8,53,0,2.5478972328356466,0.48,Deadlock
11,4,7,7,7,1,29,25,1,2.7285372000322976,0.12,Safe
15,6,4,5,7,2,12,75,1,1.2969471782241553,0.01,Safe
4,4,5,0,5,4,12,68,1,1.5888610216862498,0.02,Safe
4,7,0,5,1,1,24,48,1,1.873950240667492,0.09,Deadlock
19,4,2,6,1,1,20,69,1,1.7592935973934078,0.31,Deadlock
18,8,0,4,1,2,19,32,1,2.1399924424925074,0.86,Deadlock
12,1,7,4,2,4,0,94,0,1.1394136704267237,0.41,Safe
17,2,1,6,0,6,44,55,0,1.5359255025635767,0.05,Deadlock
3,1,0,0,15,3,11,57,0,1.3567269067025007,0.74,Deadlock
16,6,2,7,6,6,4,89,0,2.632074137290821,0.11,Safe
19,4,2,4,1,4,4,56,0,2.861766307067223,0.08,Deadlock
18,1,0,7,2,7,23,45,1,1.5640022827514977,0.15,Deadlock
17,7,7,3,12,5,29,67,0,1.9889033388350095,0.9,Deadlock
14,3,3,5,14,5,22,33,1,1.5040066460198307,0.96,Deadlock
2,7,0,5,8,1,27,26,0,1.3737921284627874,0.6,Safe
1,8,4,2,4,10,28,73,1,1.102124039626707,0.95,Safe
6,5,6,3,14,3,5,56,0,1.2897328510726704,0.51,Safe
10,5,4,1,2,4,49,81,1,2.1848633261408943,0.55,Deadlock
7,1,4,4,13,10,3,45,0,2.6880824107913828,0.44,Safe
11,6,3,7,4,7,41,66,0,1.2925580612884346,0.68,Safe
16,7,2,6,7,4,23,32,0,2.766432391141957,0.71,Deadlock
11,8,2,7,8,9,24,42,1,2.259745937945068,0.86,Deadlock
17,6,4,1,5,10,46,79,0,1.0325749431281608,0.15,Safe
17,1,4,1,8,3,43,25,1,2.644192015701253,0.53,Deadlock
20,7,3,4,13,5,42,35,1,2.496929684962357,0.3,Deadlock
8,8,1,3,0,8,21,79,1,2.2833683655846224,0.21,Deadlock
9,7,6,1,15,8,44,55,1,1.998811098820669,0.86,Deadlock
20,10,6,7,7,5,18,25,0,1.3253447845827457,0.01,Safe
18,4,0,5,2,10,37,62,1,1.1102095420300198,0.54,Deadlock
5,8,1,1,5,2,15,52,0,1.4984512845394182,0.84,Deadlock
18,10,6,5,1,8,32,57,0,1.3550499168491867,0.64,Safe
19,7,4,5,3,6,0,35,0,2.922879313337017,0.45,Safe
19,6,1,6,7,3,33,60,0,1.8615361975066544,0.53,Safe
19,7,5,7,6,8,25,74,0,1.0192870487483665,0.33,Safe
3,5,4,1,5,8,31,79,1,2.2935537662721,0.31,Deadlock
13,7,1,2,15,7,22,37,0,1.876695741996544,0.4,Safe
12,8,0,4,2,8,46,45,1,1.3569090761534328,0.62,Deadlock
4,9,1,0,5,7,48,28,1,2.361469622064986,0.87,Deadlock
8,1,2,1,4,2,10,78,0,1.9266784420982304,0.39,Safe
11,1,2,7,5,10,35,41,1,2.8071069805660787,0.88,Deadlock
1,7,0,7,4,3,28,87,0,1.7990339360013636,0.71,Deadlock
17,3,7,5,6,1,34,44,0,1.0859517745914162,0.43,Safe
12,4,0,4,14,7,10,80,0,2.0919584155488495,0.4,Safe
16,9,4,0,12,8,14,49,0,2.931686171267594,0.94,Deadlock
2,1,5,0,8,1,25,84,0,2.6368399336145316,0.76,Deadlock
16,10,2,5,12,8,21,30,0,1.7398282510357577,0.34,Safe
4,5,4,7,6,3,23,84,1,2.9935388870897066,0.0,Safe
1,6,6,6,6,6,44,73,1,2.3695369722695263,0.11,Deadlock
12,5,5,3,2,5,6,23,1,1.380445929164788,0.67,Safe
13,3,6,7,10,10,20,58,0,1.7498212035530978,0.59,Safe
12,3,4,4,14,4,2,79,0,2.8464045992735167,0.13,Safe
7,1,0,1,6,4,17,71,1,1.257527394496691,0.52,Safe
6,6,7,1,5,3,15,100,0,1.0238130761659325,0.88,Safe
19,8,2,1,14,6,37,20,0,2.500800141526822,0.8,Deadlock
19,8,5,6,3,2,47,58,0,1.4596765540880987,0.36,Safe
19,2,1,6,0,9,42,91,0,1.667344285265771,0.05,Deadlock
6,3,6,3,0,3,37,26,0,1.6457190990429191,0.07,Safe
19,4,6,0,8,8,32,98,0,2.1110657844165375,0.56,Safe
9,5,3,4,9,3,2,60,0,2.7336826603889066,0.35,Safe
1,8,1,3,13,1,27,81,1,1.9633679333895848,0.2,Safe
7,6,5,4,6,4,31,46,1,1.466915480903107,0.55,Deadlock
6,5,2,3,10,5,12,24,0,2.331719153351851,0.51,Safe
5,10,6,6,5,1,40,26,1,1.0636289019838867,0.54,Deadlock
10,8,4,4,3,1,11,82,1,2.5436826519598013,0.91,Deadlock
17,9,6,6,5,10,23,63,1,2.4655466563695656,0.36,Safe
2,8,5,0,14,3,45,66,1,2.5076226916890025,0.95,Deadlock
6,3,4,0,2,1,47,95,0,1.1212969286093892,0.05,Safe
19,3,2,0,8,10,36,77,0,2.3335089262434368,0.96,Deadlock
10,7,5,2,1,3,33,98,0,2.771087238035018,0.91,Deadlock
10,4,4,7,0,8,48,96,1,1.326456925842648,0.65,Deadlock
8,9,1,2,13,1,50,89,1,2.115779023318092,0.59,Deadlock
5,10,5,7,2,4,1,68,0,1.5266994623811228,0.37,Safe
19,9,0,7,10,10,41,58,0,2.2493779935667693,0.63,Safe
3,1,4,5,9,7,7,66,0,1.4280588302520547,0.53,Safe
14,2,6,4,9,8,9,88,0,1.2457649334398146,0.36,Safe
10,4,1,1,6,7,16,41,1,2.4327098641931304,0.89,Deadlock
9,8,6,1,13,5,28,94,0,2.0436017428782796,0.98,Deadlock
15,1,3,6,14,9,42,97,1,2.9890451173840384,0.71,Deadlock
16,10,5,3,5,3,37,84,1,1.7811081071764248,0.71,Deadlock
16,3,5,5,4,7,45,56,1,1.5575841051703232,0.64,Deadlock
1,7,0,0,7,3,6,35,1,1.4111360318162474,0.4,Safe
7,6,6,7,15,3,42,39,1,1.5396638731097743,0.27,Deadlock
6,1,7,5,6,3,45,94,1,2.8575062200117323,0.44,Deadlock
2,2,5,7,14,3,16,72,1,2.8898859346511445,0.65,Safe
19,4,7,7,15,5,41,93,0,1.133554450824051,0.03,Safe
2,1,7,3,12,6,46,67,1,2.148994797278389,0.53,Deadlock
20,5,3,0,3,9,38,86,0,2.866637505386665,0.46,Safe
2,5,0,5,0,6,38,57,0,1.598395820265263,0.46,Deadlock
2,2,0,1,15,4,6,43,0,2.4333667581295875,0.7,Safe
